FID,FireName,FireYear,CalcAcres,DiscDate,parentid,acres,perim
512,Edwards Creek,2004,278116.000000000000000,6/14/2004 0:00:00,59,275248.460000000020000,564071.880000000000000
513,Edwards Creek,2004,278116.000000000000000,6/14/2004 0:00:00,59,276891.729999999980000,574495.329999999960000
514,Edwards Creek,2004,278116.000000000000000,6/14/2004 0:00:00,59,277782.090000000030000,556281.729999999980000
515,Edwards Creek,2004,278116.000000000000000,6/14/2004 0:00:00,59,278031.090000000030000,560527.979999999980000
516,EIGHT MILE,1990,12660.299999999999000,7/24/1990 0:00:00,1714,7823.359999999999700,41774.910000000003000
517,ENGLAND,1971,25779.400000000001000,6/24/1971 0:00:00,336,25246.470000000001000,86843.660000000003000
518,Erickson Creek,2003,117156.700000000000000,6/17/2003 0:00:00,1732,109690.240000000010000,286935.560000000000000
519,Erickson Creek,2003,117156.700000000000000,6/17/2003 0:00:00,1732,112383.350000000010000,264303.060000000000000
520,Evansville,2004,135652.700000000010000,7/6/2004 0:00:00,1650,67159.000000000000000,275306.520000000020000
521,Evansville,2004,135652.700000000010000,7/6/2004 0:00:00,1650,123419.679999999990000,237766.700000000010000
522,Evansville,2004,135652.700000000010000,7/6/2004 0:00:00,1650,130467.090000000000000,256734.790000000010000
523,Evansville,2004,135652.700000000010000,7/6/2004 0:00:00,1650,134563.630000000000000,253372.500000000000000
524,Evansville,2004,135652.700000000010000,7/6/2004 0:00:00,1650,135349.750000000000000,249151.519999999990000
525,FAI E 35,1980,3668.599999999999900,5/26/1980 0:00:00,275,2118.599999999999900,26529.119999999999000
526,FAI E 35,1980,3668.599999999999900,5/26/1980 0:00:00,275,3360.570000000000200,29889.709999999999000
527,Fairplay,2006,1199.200000000000000,7/11/2006 0:00:00,826,1077.829999999999900,9941.270000000000400
528,Fanny Mountain,2005,25803.000000000000000,8/15/2005 0:00:00,1102,6934.229999999999600,37447.129999999997000
529,Ferguson Farm,1980,8244.399999999999600,5/10/1980 0:00:00,384,6203.979999999999600,31898.680000000000000
530,Ferguson Farm,1980,8244.399999999999600,5/10/1980 0:00:00,384,6837.390000000000300,36533.320000000000000
531,Ferguson Farm,1980,8244.399999999999600,5/10/1980 0:00:00,384,7324.050000000000200,29046.610000000001000
532,Ferguson Farm,1980,8244.399999999999600,5/10/1980 0:00:00,384,7561.199999999999800,26075.650000000001000
533,Fish Creek,2005,101585.600000000010000,6/16/2005 0:00:00,941,80934.479999999996000,185886.220000000000000
534,Fish Creek,2005,101585.600000000010000,6/16/2005 0:00:00,941,95893.149999999994000,212325.940000000000000
535,Fish Creek,2005,101585.600000000010000,6/16/2005 0:00:00,941,99704.500000000000000,157312.730000000010000
536,Fish Creek,2005,101585.600000000010000,6/16/2005 0:00:00,941,99802.210000000006000,190966.570000000010000
537,Fish Creek,2005,101585.600000000010000,6/16/2005 0:00:00,941,100410.230000000000000,177261.429999999990000
538,Fish Creek,2005,101585.600000000010000,6/16/2005 0:00:00,941,100714.700000000000000,176408.109999999990000
539,Fish Creek,2005,101585.600000000010000,6/16/2005 0:00:00,941,101206.520000000000000,172563.280000000000000
540,Fish Creek,2005,101585.600000000010000,6/16/2005 0:00:00,941,101486.670000000000000,168959.500000000000000
541,Fish Creek,2015,7464.199999999999800,6/20/2015 0:00:00,1954,2937.300000000000200,29272.240000000002000
542,Fish River,2011,32129.500000000000000,5/26/2011 0:00:00,349,28598.799999999999000,99815.250000000000000
543,FISHHOOK,1969,401415.400000000020000,5/22/1969 0:00:00,644,365784.719999999970000,476560.909999999970000
544,FISHHOOK,1969,401415.400000000020000,5/22/1969 0:00:00,644,368394.400000000020000,463990.880000000000000
545,FISHHOOK,1969,401415.400000000020000,5/22/1969 0:00:00,644,400545.010000000010000,423508.960000000020000
546,FISHHOOK,1969,401415.400000000020000,5/22/1969 0:00:00,644,400992.150000000020000,411429.530000000030000
547,FISHHOOK,1969,401415.400000000020000,5/22/1969 0:00:00,644,401259.020000000020000,414151.890000000010000
548,Flint Creek,2015,35748.900000000001000,6/23/2015 0:00:00,2047,35550.760000000002000,143325.000000000000000
549,Flint Creek,2015,35748.900000000001000,6/23/2015 0:00:00,2047,35710.720000000001000,144702.500000000000000
550,Foraker,2000,16931.200000000001000,6/23/2000 0:00:00,527,9936.690000000000500,102645.789999999990000
551,Foraker,2015,1949.400000000000100,7/6/2015 0:00:00,1924,605.899999999999980,19362.669999999998000
552,Foraker,2015,1949.400000000000100,7/6/2015 0:00:00,1924,1839.500000000000000,20568.099999999999000
553,Foraker Pond,2009,20276.599999999999000,6/17/2009 0:00:00,347,4423.069999999999700,55580.800000000003000
554,Foraker Pond,2009,20276.599999999999000,6/17/2009 0:00:00,347,19685.910000000000000,65303.620000000003000
555,Fork,1991,4056.900000000000100,6/29/1991 0:00:00,41,4023.849999999999900,17361.689999999999000
556,Fork,2015,1694.200000000000000,6/22/2015 0:00:00,1945,59.310000000000002,6714.880000000000100
557,Fort Hamlin Hills,2004,98279.100000000006000,6/15/2004 0:00:00,1299,97785.250000000000000,201302.480000000010000
558,Forty and 1/2 mile creek,2007,2225.199999999999800,7/20/2007 0:00:00,1262,48.700000000000003,5388.020000000000400
559,Forty and 1/2 mile creek,2007,2225.199999999999800,7/20/2007 0:00:00,1262,2052.059999999999900,16457.560000000001000
560,Fossil Creek,2005,6382.300000000000200,6/16/2005 0:00:00,1105,5731.170000000000100,25993.520000000000000
561,Fossil Creek,2005,6382.300000000000200,6/16/2005 0:00:00,1105,6146.060000000000400,25981.730000000000000
562,Fox Creek,2005,25532.700000000001000,7/11/2005 0:00:00,1033,24692.689999999999000,72940.830000000002000
563,Fox Creek,2005,25532.700000000001000,7/11/2005 0:00:00,1033,25179.959999999999000,79073.789999999994000
564,Fox Creek,2015,5797.699999999999800,6/20/2015 0:00:00,1962,4894.989999999999800,32250.450000000001000
565,Francis Creek,2011,1863.400000000000100,5/21/2011 0:00:00,627,764.370000000000000,9478.399999999999600
566,Franklin Creek,2009,19984.200000000001000,6/12/2009 0:00:00,1567,18245.209999999999000,61200.839999999997000
567,Franklin Creek,2009,19984.200000000001000,6/12/2009 0:00:00,1567,19771.529999999999000,61641.160000000003000
568,Frisky Creek,2015,4156.600000000000400,7/2/2015 0:00:00,2010,4002.400000000000100,21849.599999999999000
569,Frozen Calf,1996,2546.400000000000100,6/17/1996 0:00:00,47,2519.610000000000100,31514.299999999999000
570,Funny River,2014,196610.100000000010000,5/19/2014 0:00:00,1762,178442.420000000010000,213940.850000000010000
571,Funny River,2014,196610.100000000010000,5/19/2014 0:00:00,1762,183397.790000000010000,315250.739999999990000
572,Funny River,2014,196610.100000000010000,5/19/2014 0:00:00,1762,195090.010000000010000,217524.950000000010000
573,Funny River,2014,196610.100000000010000,5/19/2014 0:00:00,1762,195214.660000000000000,220596.049999999990000
574,FYU E 75,1992,2494.800000000000200,8/2/1992 0:00:00,1196,2483.570000000000200,45754.489999999998000
575,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,112994.240000000010000,324363.799999999990000
576,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,118284.080000000000000,323974.289999999980000
577,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,119721.950000000000000,317865.200000000010000
578,FYU NE 65,1991,21397.000000000000000,7/20/1991 0:00:00,847,21389.189999999999000,106058.370000000000000
579,FYU NE 85,1990,433768.299999999990000,6/29/1990 0:00:00,475,376668.270000000020000,522888.750000000000000
580,FYU NE 85,1990,433768.299999999990000,6/29/1990 0:00:00,475,433682.919999999980000,514302.239999999990000
581,FYU NW 92,1988,20921.500000000000000,6/26/1988 0:00:00,1390,15982.650000000000000,66578.699999999997000
582,FYU NW 92,1988,20921.500000000000000,6/26/1988 0:00:00,1390,20337.439999999999000,79506.940000000002000
583,FYU S 39,1987,7876.800000000000200,7/13/1987 0:00:00,1501,6560.670000000000100,33899.709999999999000
584,FYU SE 65,1990,7454.100000000000400,6/27/1990 0:00:00,1108,4746.899999999999600,17767.959999999999000
585,FYU W 35,1994,14490.700000000001000,7/1/1994 0:00:00,1151,4484.829999999999900,52942.620000000003000
586,FYU W 82,1979,233556.600000000010000,7/19/1979 0:00:00,1537,218104.109999999990000,247961.970000000000000
587,FYU W 82,1979,233556.600000000010000,7/19/1979 0:00:00,1537,232211.310000000000000,234378.829999999990000
588,FYU W 82,1979,233556.600000000010000,7/19/1979 0:00:00,1537,233519.899999999990000,231290.329999999990000
589,FYU W 84,1990,4174.199999999999800,7/5/1990 0:00:00,1483,808.130000000000000,13213.860000000001000
590,FYU W 90,1988,71838.899999999994000,6/26/1988 0:00:00,1422,66270.169999999998000,144545.299999999990000
591,FYU W 90,1988,71838.899999999994000,6/26/1988 0:00:00,1422,66476.479999999996000,131687.070000000010000
592,FYU W 90,1988,71838.899999999994000,6/26/1988 0:00:00,1422,71093.240000000005000,121380.020000000000000
593,FYU W 90,1988,71838.899999999994000,6/26/1988 0:00:00,1422,71133.210000000006000,119698.330000000000000
594,FYU W 90,1988,71838.899999999994000,6/26/1988 0:00:00,1422,71744.360000000001000,118167.690000000000000
595,Gagaryah #2,2009,19690.099999999999000,7/3/2009 0:00:00,1597,18333.759999999998000,49328.949999999997000
596,GAL N 35,1988,2774.000000000000000,5/29/1988 0:00:00,1150,49.820000000000000,5011.069999999999700
597,GAL N 38,1990,65086.599999999999000,7/2/1990 0:00:00,1268,59122.550000000003000,127692.980000000000000
598,GAL NE 30,1991,11118.400000000000000,9/2/1991 0:00:00,1206,8046.850000000000400,27810.779999999999000
599,GAL NE 50,1991,6725.899999999999600,6/28/1991 0:00:00,1202,6519.239999999999800,26086.570000000000000
600,GAL NE 57,1985,33438.199999999997000,7/13/1985 0:00:00,1346,32920.150000000001000,76509.600000000006000
601,GAL NE 57,1985,33438.199999999997000,7/13/1985 0:00:00,1346,33367.389999999999000,79607.789999999994000
602,GAL S 57,1991,2035.500000000000000,6/28/1991 0:00:00,1545,1812.040000000000000,18686.349999999999000
603,GAL SW 94,1994,5837.699999999999800,6/9/1994 0:00:00,20,5786.290000000000000,31406.930000000000000
604,GAL W 190,1990,11840.500000000000000,7/1/1990 0:00:00,760,11771.530000000001000,43818.080000000002000
605,GAL W 76,1986,1009.300000000000000,7/5/1986 0:00:00,601,903.880000000000000,11744.969999999999000
606,Galatea Creek,2002,74506.000000000000000,5/22/2002 0:00:00,871,68115.830000000002000,133710.470000000000000
607,Galatea Creek,2002,74506.000000000000000,5/22/2002 0:00:00,871,71268.289999999994000,137044.570000000010000
608,Galatea Creek,2002,74506.000000000000000,5/22/2002 0:00:00,871,72312.389999999999000,128226.560000000000000
609,Galatea Creek,2002,74506.000000000000000,5/22/2002 0:00:00,871,72947.630000000005000,133537.570000000010000
610,Galatea Creek,2002,74506.000000000000000,5/22/2002 0:00:00,871,73762.919999999998000,128476.590000000000000
611,Galatea Creek,2002,74506.000000000000000,5/22/2002 0:00:00,871,74496.339999999997000,124945.420000000000000
612,Gardiner Creek,1998,32687.400000000001000,7/2/1998 0:00:00,182,31843.610000000001000,65573.660000000003000
613,Gardiner Creek,2004,125739.100000000010000,6/17/2004 0:00:00,1052,119549.570000000010000,214545.160000000000000
614,Gardiner Creek,2004,125739.100000000010000,6/17/2004 0:00:00,1052,125466.590000000000000,219230.200000000010000
615,Gardiner Creek,2004,125739.100000000010000,6/17/2004 0:00:00,1052,125711.270000000000000,216959.560000000000000
616,GARFIELD CREEK,1997,76851.699999999997000,7/22/1997 0:00:00,895,26982.000000000000000,122533.300000000000000
617,GARFIELD CREEK,1997,76851.699999999997000,7/22/1997 0:00:00,895,76490.330000000002000,100092.070000000010000
618,Gentian,2015,19920.700000000001000,6/22/2015 0:00:00,2013,19580.389999999999000,65045.580000000002000
619,Gentian,2015,19920.700000000001000,6/22/2015 0:00:00,2013,19722.029999999999000,65123.839999999997000
620,George,2005,58737.500000000000000,7/31/2005 0:00:00,1154,55673.669999999998000,158702.030000000000000
621,George,2005,58737.500000000000000,7/31/2005 0:00:00,1154,56553.160000000003000,170902.920000000010000
622,George,2005,58737.500000000000000,7/31/2005 0:00:00,1154,56784.209999999999000,181344.019999999990000
623,George,2005,58737.500000000000000,7/31/2005 0:00:00,1154,57598.050000000003000,173720.910000000000000
624,GEORGE RIVER,1997,92810.800000000003000,6/26/1997 0:00:00,886,89248.479999999996000,165699.780000000000000
625,GEORGE RIVER,1997,92810.800000000003000,6/26/1997 0:00:00,886,92638.000000000000000,153896.040000000010000
626,Geskakmina Lake,2002,257530.799999999990000,6/8/2002 0:00:00,874,251913.560000000000000,300402.359999999990000
627,Geskakmina Lake,2002,257530.799999999990000,6/8/2002 0:00:00,874,252209.179999999990000,317199.260000000010000
628,Geskakmina Lake,2002,257530.799999999990000,6/8/2002 0:00:00,874,257092.310000000000000,315497.880000000000000
629,Gilles Creek,2010,19442.700000000001000,5/26/2010 0:00:00,564,18332.560000000001000,90457.309999999998000
630,Glacier,2015,47333.199999999997000,6/23/2015 0:00:00,2030,40081.449999999997000,158076.239999999990000
631,Glacier,2015,47333.199999999997000,6/23/2015 0:00:00,2030,44198.589999999997000,157100.100000000010000
632,Glacier,2015,47333.199999999997000,6/23/2015 0:00:00,2030,46979.279999999999000,171260.660000000000000
633,Glacier Creek,2005,33065.000000000000000,8/15/2005 0:00:00,1112,22843.150000000001000,68593.660000000003000
634,Glacier Creek,2005,33065.000000000000000,8/15/2005 0:00:00,1112,30620.490000000002000,72032.119999999995000
635,Glacier Creek,2005,33065.000000000000000,8/15/2005 0:00:00,1112,30723.240000000002000,91839.089999999997000
636,GMT ESE 42,1977,63240.400000000001000,7/24/1977 0:00:00,1234,61719.750000000000000,162241.810000000000000
637,GMT NNW 12,1977,11303.900000000000000,7/23/1977 0:00:00,362,10500.690000000001000,51299.360000000001000
638,GMT S 12,1977,206158.000000000000000,7/23/1977 0:00:00,250,187044.769999999990000,296619.469999999970000
639,GMT S 12,1977,206158.000000000000000,7/23/1977 0:00:00,250,205554.870000000000000,306335.989999999990000
640,Goblet Creek,2002,3890.969970700000000,7/20/2002 0:00:00,1158,3618.869999999999900,21156.320000000000000
641,Goiter Fire,2005,9800.799999999999300,6/17/2005 0:00:00,1261,1372.640000000000100,35911.739999999998000
642,Goiter Fire,2005,9800.799999999999300,6/17/2005 0:00:00,1261,8865.889999999999400,48047.709999999999000
643,Goodpaster Valley,2015,1000.000000000000000,6/20/2015 0:00:00,1869,870.009999999999990,7271.710000000000000
644,Graham,2002,7274.800000000000200,6/20/2002 0:00:00,1497,7046.819999999999700,26663.410000000000000
645,Grand Creek,2000,93316.300000000003000,6/27/2000 0:00:00,1400,90264.119999999995000,263288.810000000000000
646,Grand Creek,2000,93316.300000000003000,6/27/2000 0:00:00,1400,93041.919999999998000,246499.130000000000000
647,Grand Creek,2000,93316.300000000003000,6/27/2000 0:00:00,1400,93179.800000000003000,248022.880000000000000
648,Grand Creek,2002,3775.860107420000100,7/18/2002 0:00:00,979,3274.599999999999900,30700.959999999999000
649,Granite Creek,1987,45274.900000000001000,5/22/1987 0:00:00,1332,37954.019999999997000,72514.190000000002000
650,Granite Creek,1987,45274.900000000001000,5/22/1987 0:00:00,1332,45269.019999999997000,81851.440000000002000
651,GRANITE MOUNTAIN,1954,18054.599999999999000,8/7/1954 0:00:00,1413,17652.029999999999000,48273.930000000000000
652,Granite Tors,2010,7886.300000000000200,5/27/2010 0:00:00,671,7025.869999999999900,36390.419999999998000
653,Granite Tors,2010,7886.300000000000200,5/27/2010 0:00:00,671,7335.460000000000000,35367.220000000001000
654,Grant Creek,2000,19247.500000000000000,6/13/2000 0:00:00,1697,16216.820000000000000,69654.839999999997000
655,Grant Dome,2005,4668.800000000000200,7/26/2005 0:00:00,1319,4042.469999999999800,27991.419999999998000
656,Grant Dome,2005,4668.800000000000200,7/26/2005 0:00:00,1319,4339.760000000000200,30130.310000000001000
657,Grayling Creek,2007,5419.000000000000000,7/8/2007 0:00:00,1354,4331.529999999999700,33008.809999999998000
658,GURKY,1968,65949.600000000006000,7/24/1968 0:00:00,394,64867.169999999998000,118365.780000000000000
659,Hadweenzic,2003,192474.700000000010000,6/24/2003 0:00:00,1318,178111.510000000010000,247220.280000000000000
660,Hadweenzic,2003,192474.700000000010000,6/24/2003 0:00:00,1318,179404.399999999990000,189161.040000000010000
661,Hadweenzic,2003,192474.700000000010000,6/24/2003 0:00:00,1318,186572.149999999990000,224174.929999999990000
662,HADWEEZIC,1974,2488.000000000000000,8/3/1974 0:00:00,88,439.259999999999990,11361.219999999999000
663,Hajdukovich,1994,21986.500000000000000,6/14/1994 0:00:00,1403,21120.270000000000000,81402.190000000002000
664,Hajdukovich,1994,21986.500000000000000,6/14/1994 0:00:00,1403,21874.639999999999000,82817.699999999997000
665,Hamlin Creek,2015,34851.300000000003000,6/22/2015 0:00:00,2003,24314.860000000001000,113127.240000000010000
666,Hardluck Creek,2009,12850.000000000000000,8/3/2009 0:00:00,337,11827.420000000000000,61854.690000000002000
667,Hardluck Creek,2009,12850.000000000000000,8/3/2009 0:00:00,337,12702.629999999999000,59368.099999999999000
668,Hardpac Creek,2015,50773.699999999997000,6/21/2015 0:00:00,2059,43502.309999999998000,153238.709999999990000
669,Hardpac Creek,2015,50773.699999999997000,6/21/2015 0:00:00,2059,46909.169999999998000,163196.859999999990000
670,Harper Bend,2015,43377.900000000001000,6/21/2015 0:00:00,1957,38037.010000000002000,92749.149999999994000
671,Harper Bend,2015,43377.900000000001000,6/21/2015 0:00:00,1957,38226.029999999999000,82127.630000000005000
672,Hastings,2011,23110.299999999999000,5/30/2011 0:00:00,1776,22908.169999999998000,86513.679999999993000
673,Hat Lie Lakes,2004,29679.400000000001000,7/26/2004 0:00:00,1187,20376.939999999999000,79639.850000000006000
674,Hawk River,1997,8468.500000000000000,6/26/1997 0:00:00,224,8179.010000000000200,65222.349999999999000
675,Hawk River,2015,15814.299999999999000,6/24/2015 0:00:00,1911,11138.150000000000000,35476.720000000001000
676,Hawk River,2015,15814.299999999999000,6/24/2015 0:00:00,1911,14481.320000000000000,59754.529999999999000
677,Hay Slough,2015,91444.100000000006000,6/21/2015 0:00:00,2058,30768.439999999999000,221324.720000000000000
678,Herron River,2005,3652.699999999999800,6/14/2005 0:00:00,1137,3642.280000000000200,22745.830000000002000
679,Hess Creek/731444,1997,1367.200000000000000,7/1/1997 0:00:00,1280,1113.119999999999900,15666.299999999999000
680,Hickey Creek,2015,33131.300000000003000,6/20/2015 0:00:00,1426,18291.240000000002000,205396.769999999990000
681,Hickey Creek,2015,33131.300000000003000,6/20/2015 0:00:00,1426,30547.840000000000000,280966.580000000020000
682,Hickey Creek,2015,33131.300000000003000,6/20/2015 0:00:00,1426,30893.599999999999000,245642.959999999990000
683,Hidden Creek,1996,5160.899999999999600,5/11/1996 0:00:00,219,5063.960000000000000,23068.270000000000000
684,High Creek,2016,14864.200000000001000,6/26/2016 0:00:00,1929,14042.820000000000000,80705.429999999993000
685,Highpower Creek,2005,115877.600000000010000,6/14/2005 0:00:00,1486,107700.340000000000000,350008.950000000010000
686,Highpower Creek,2005,115877.600000000010000,6/14/2005 0:00:00,1486,109319.320000000010000,359006.260000000010000
687,Highpower Creek,2005,115877.600000000010000,6/14/2005 0:00:00,1486,112686.759999999990000,398748.260000000010000
688,Highpower Creek,2005,115877.600000000010000,6/14/2005 0:00:00,1486,114707.230000000000000,361584.950000000010000
689,Highpower Creek,2005,115877.600000000010000,6/14/2005 0:00:00,1486,115472.899999999990000,363736.890000000010000
690,Highpower Creek,2005,115877.600000000010000,6/14/2005 0:00:00,1486,115853.250000000000000,364145.419999999980000
691,HILL 1224,1957,155471.200000000010000,6/22/1957 0:00:00,1311,150806.160000000000000,150188.750000000000000
692,HILL 1224,1957,155471.200000000010000,6/22/1957 0:00:00,1311,155460.340000000000000,139443.310000000000000
693,Hillbilly,2004,9892.799999999999300,6/14/2004 0:00:00,1696,892.970000000000030,8957.350000000000400
694,Hillbilly Lake,1996,16454.000000000000000,5/10/1996 0:00:00,1185,337.100000000000020,8893.389999999999400
695,Hochandoctla,1996,4074.400000000000100,6/18/1996 0:00:00,975,3977.170000000000100,27022.240000000002000
696,Hodzana River,2004,163238.799999999990000,8/12/2004 0:00:00,1035,158166.100000000010000,327385.419999999980000
697,Hodzana River,2004,163238.799999999990000,8/12/2004 0:00:00,1035,160100.200000000010000,337766.200000000010000
698,Hodzana River,2004,163238.799999999990000,8/12/2004 0:00:00,1035,160799.769999999990000,331240.400000000020000
699,Hodzana River,2004,163238.799999999990000,8/12/2004 0:00:00,1035,161691.980000000010000,321307.370000000000000
700,Hodzana River,2004,163238.799999999990000,8/12/2004 0:00:00,1035,163005.780000000000000,318849.909999999970000
701,Hodzana River,2004,163238.799999999990000,8/12/2004 0:00:00,1035,163106.470000000000000,319157.929999999990000
702,Hodzana River,2005,26710.400000000001000,6/12/2005 0:00:00,1143,20553.290000000001000,83116.529999999999000
703,Hodzana River,2005,26710.400000000001000,6/12/2005 0:00:00,1143,25697.900000000001000,82552.070000000007000
704,Hodzana River,2005,26710.400000000001000,6/12/2005 0:00:00,1143,26636.430000000000000,77771.369999999995000
705,Hodzana River,2007,18049.099999999999000,5/22/2007 0:00:00,1164,16541.060000000001000,52705.220000000001000
706,Hog,2016,58565.300000000003000,7/5/2016 0:00:00,2043,35896.779999999999000,67727.500000000000000
707,Hogatza River,2012,24179.400000000001000,6/16/2012 0:00:00,1785,20815.389999999999000,53157.739999999998000
708,Hogatza River,2012,24179.400000000001000,6/16/2012 0:00:00,1785,21042.310000000001000,64831.750000000000000
709,Hogatza River,2012,24179.400000000001000,6/16/2012 0:00:00,1785,22129.380000000001000,71197.839999999997000
710,Hogatza River,2012,24179.400000000001000,6/16/2012 0:00:00,1785,23267.310000000001000,57088.720000000001000
711,Hogatza River,2016,52334.699999999997000,6/26/2016 0:00:00,1871,45630.410000000003000,144985.570000000010000
712,Hogatza River,2016,52334.699999999997000,6/26/2016 0:00:00,1871,48999.449999999997000,159593.530000000000000
713,Hogatza River,2016,52334.699999999997000,6/26/2016 0:00:00,1871,50911.290000000001000,162603.220000000000000
714,Hogatza River,2016,52334.699999999997000,6/26/2016 0:00:00,1871,51204.150000000001000,163327.640000000010000
715,Hogatza River,2016,52334.699999999997000,6/26/2016 0:00:00,1871,52302.809999999998000,162070.190000000000000
716,Hoholitna,2009,8617.200000000000700,5/26/2009 0:00:00,387,8299.930000000000300,45843.099999999999000
717,Hoholitna,2013,2829.300000000000200,6/26/2013 0:00:00,1790,1905.349999999999900,18605.689999999999000
718,Hoholitna,2013,2829.300000000000200,6/26/2013 0:00:00,1790,2696.469999999999800,20268.200000000001000
719,HOLANADA CREEK,1969,614642.400000000020000,6/21/1969 0:00:00,102,529825.640000000010000,382768.609999999990000
720,HOLANADA CREEK,1969,614642.400000000020000,6/21/1969 0:00:00,102,614619.630000000000000,389865.929999999990000
721,Holly Lakes,2005,9672.200000000000700,6/16/2005 0:00:00,1321,9160.090000000000100,39763.129999999997000
722,Holtnaka,2002,23031.500000000000000,7/17/2002 0:00:00,1113,210.690000000000000,6036.090000000000100
723,Holtnaka,2002,23031.500000000000000,7/17/2002 0:00:00,1113,22109.470000000001000,78389.960000000006000
724,Holtnakatna,2015,223154.100000000010000,6/22/2015 0:00:00,2005,180082.630000000000000,408208.020000000020000
725,Holtnakatna,2015,223154.100000000010000,6/22/2015 0:00:00,2005,189818.560000000000000,442039.109999999990000
726,Holtnakatna,2015,223154.100000000010000,6/22/2015 0:00:00,2005,204701.170000000010000,490008.000000000000000
727,Holtnakatna,2015,223154.100000000010000,6/22/2015 0:00:00,2005,212739.390000000010000,465382.520000000020000
728,Holtnakatna,2015,223154.100000000010000,6/22/2015 0:00:00,2005,218617.040000000010000,438932.280000000030000
729,Holtnakatna,2015,223154.100000000010000,6/22/2015 0:00:00,2005,219222.030000000000000,466432.750000000000000
730,Holtnakatna,2015,223154.100000000010000,6/22/2015 0:00:00,2005,220095.310000000000000,454533.770000000020000
731,Holtnakatna,2015,223154.100000000010000,6/22/2015 0:00:00,2005,220552.230000000010000,466559.500000000000000
732,Holtnakatna,2015,223154.100000000010000,6/22/2015 0:00:00,2005,222151.000000000000000,463806.440000000000000
733,Holtnakatna Creek,2005,194015.399999999990000,7/25/2005 0:00:00,1729,101416.720000000000000,256362.120000000000000
734,Holtnakatna Creek,2005,194015.399999999990000,7/25/2005 0:00:00,1729,180693.649999999990000,303390.909999999970000
735,Holtnakatna Creek,2005,194015.399999999990000,7/25/2005 0:00:00,1729,193489.519999999990000,307321.030000000030000
736,HORSEFLY,2007,2118.900000000000100,7/3/2007 0:00:00,144,1941.089999999999900,13971.090000000000000
737,HORSEMAN LAKE,1971,4661.399999999999600,6/26/1971 0:00:00,1806,4232.109999999999700,27075.709999999999000
738,HSL E 20,1979,8881.000000000000000,6/4/1979 0:00:00,153,4819.949999999999800,43583.360000000001000
739,HSL E 20,1979,8881.000000000000000,6/4/1979 0:00:00,153,8572.590000000000100,31575.639999999999000
740,HSL NNW 37,1991,14208.200000000001000,6/23/1991 0:00:00,896,12910.430000000000000,35665.389999999999000
741,HSL S 10,1984,3206.500000000000000,7/3/1984 0:00:00,1628,2753.869999999999900,18914.830000000002000
742,HSL SE 38,1979,2614.400000000000100,6/6/1979 0:00:00,277,239.130000000000000,4401.619999999999900
743,HSL SW 10,1990,2328.400000000000100,7/2/1990 0:00:00,1115,2153.159999999999900,14138.680000000000000
744,HSL W 37,1990,6803.899999999999600,7/20/1990 0:00:00,1698,6255.899999999999600,29957.950000000001000
745,Hughes Creek,2005,22435.099999999999000,7/28/2005 0:00:00,166,13926.840000000000000,68588.660000000003000
746,Hughes Creek,2005,22435.099999999999000,7/28/2005 0:00:00,166,14769.309999999999000,58402.099999999999000
747,HURTEN,1968,1717.099999999999900,7/25/1968 0:00:00,1242,1226.040000000000000,10676.040000000001000
748,HUS NW 30,1984,2942.199999999999800,6/17/1984 0:00:00,1230,2921.219999999999800,21307.110000000001000
749,HUS W 5,1981,12918.799999999999000,6/18/1981 0:00:00,681,12217.350000000000000,41437.750000000000000
750,Huslia River,2016,6505.500000000000000,7/14/2016 0:00:00,1976,298.329999999999980,5664.970000000000300
751,IDITAROD,1972,7719.899999999999600,7/7/1972 0:00:00,358,7608.060000000000400,34709.220000000001000
752,Iditarod River,2015,75135.500000000000000,6/20/2015 0:00:00,1928,73879.970000000001000,246569.549999999990000
753,Iditarod River,2015,75135.500000000000000,6/20/2015 0:00:00,1928,74522.750000000000000,235312.739999999990000
754,Iditarod River,2015,75135.500000000000000,6/20/2015 0:00:00,1928,75123.779999999999000,234749.549999999990000
755,Iditarod River #2,2015,6110.100000000000400,6/25/2015 0:00:00,1993,6081.520000000000400,66830.919999999998000
756,ILIAMNA,2003,5460.390136719999600,5/23/2003 0:00:00,1111,4595.430000000000300,22067.799999999999000
757,Illinois Mine,2015,25687.500000000000000,6/22/2015 0:00:00,1944,25006.099999999999000,63917.169999999998000
758,Illinois Mine,2015,25687.500000000000000,6/22/2015 0:00:00,1944,25422.880000000001000,67031.179999999993000
759,IMPACT,1974,14063.299999999999000,9/6/1974 0:00:00,851,1695.250000000000000,11769.870000000001000
760,IMPACT,1974,14063.299999999999000,9/6/1974 0:00:00,851,10905.510000000000000,46583.709999999999000
761,Indian Grave Creek,2004,26609.900000000001000,6/17/2004 0:00:00,1495,25694.959999999999000,74512.839999999997000
762,Indian Grave Creek,2004,26609.900000000001000,6/17/2004 0:00:00,1495,26561.810000000001000,62090.139999999999000
763,Indian Grave Creek,2010,2496.599999999999900,6/2/2010 0:00:00,565,2482.510000000000200,21228.750000000000000
764,Iniakuk Lake,2016,36751.900000000001000,6/25/2016 0:00:00,1872,31083.630000000001000,129444.060000000000000
